,abv,adv_score,avg_rating,beer_desc,beer_name,beer_type,brewery,num_ratings,style_rank,total_rank
6727,5.1%,84.0,3.72,"It's chocolate brown in color with a creamy texture. A malty beer with just enough hop presence to keep it from being too sweet. The aroma mostly comes from the malt with a hint of spice added by the hops. Moose Drool is brewed with pale, caramel, chocolate, and whole black malts; and Kent Goldings, Liberty, and Willamette hops.	",Moose Drool Brown Ale,Brown Ale - American,Big Sky Brewing Company,2861.0,512.0,36670.0
6728,5.8%,86.0,3.85," A smooth, toasty brown ale, Best Brown is a mainstay in our fall lineup. With hints of caramel and cocoa, the malt body has the depth to stand up to cool weather, but does not come across as heavy. This balancing act is aided by the generous use of American hops.	",Best Brown Ale,Brown Ale - American,Bell's Brewery - Eccentric Café & General Store,3287.0,201.0,20331.0
6729,5.5%,87.0,3.86,"Tumbler is our take on the classic brown ale – full of roasted malt flavor but delicate on the palate and perfect for crisp fall days. Layered with notes of chocolate and toasted bread and a hint of smoke, Tumbler is the ultimate autumn beer, so grab a seat and watch as the leaves come tumbling down.,
,
2014 - Available in Fall Variety Pack (no longer available standalone)	",Tumbler Autumn Brown Ale,Brown Ale - American,Sierra Nevada Brewing Co.,3457.0,177.0,19080.0
6730,5.6%,91.0,4.09,"13 Ingredients:,
Malts: Harrington, Klages, Munich, Hugh Baird Brown, Carastan 13-17, Crystal 70-80, Crystal 135-165 & Beeston Chocolate.,
Hops: Perle and Sterling.,
Specialty: Hazelnut Nectar.,
Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water.,
,
14 Plato,
33 IBU,
73.6 AA,
36 L	",Hazelnut Brown Nectar,Brown Ale - American,Rogue Ales,4464.0,23.0,3644.0
6731,12%,94.0,4.22,"An unfiltered, unfettered, unprecedented brown ale aged in handmade wooden brewing vessels. The caramel and vanilla complexity unique to this beer comes from the exotic Paraguayan Palo Santo wood from which these tanks were crafted. Palo Santo means ""holy tree,"" and its wood has been used in South American wine-making communities.,
,
50 IBU	",Palo Santo Marron,Brown Ale - American,Dogfish Head Craft Brewery,6050.0,7.0,1418.0
6732,7.2%,92.0,4.12,"Also known as Indian Brown Dark IPA,
,
Forget about the car companies, this is the original hybrid. A cross between a Scotch Ale, an India Pale Ale and an American Brown, Indian Brown Ale is well-hopped and malty at the same time (It's magical!).,
,
The beer has characteristics of each style that inspired it: the color of an American Brown, the caramel notes of a Scotch Ale, and the hopping regiment of an India Pale Ale. We dry-hop the Indian Brown Ale in a similar fashion to our 60 Minute IPA and 90 Minute IPA. This beer is brewed with Aromatic barley and organic brown sugar.,
,
50 IBU	",Indian Brown Ale,Brown Ale - American,Dogfish Head Craft Brewery,6263.0,16.0,2938.0
6733,7.8%,88.0,4.02,"Bean Counter is a Belgian-style Brown Ale brewed with Taxman's signature blend coffee from Mile Square Coffee Roastery. A rich base of caramel and roasted malts is enhanced by a generous dose of coffee, cocoa nibs and Mexican vanilla beans, making Bean Counter a complex dark ale perfect for nights around the fire.	",Bean Counter,Brown Ale - Belgian Dark,Taxman Brewing Co.,35.0,8.0,13314.0
6735,6.4%,86.0,3.86,"A Belgian style Amber ale with good malt structure, faint undertones of chocolate and a beautiful copper amber hue. This new batch will clock in with moderately strong alcohol and low bitterness levels.	",Blind Ambition,Brown Ale - Belgian Dark,Ladyface Ale Companie,35.0,22.0,23898.0
6736,6.5%,85.0,3.82,,Valeir Donker,Brown Ale - Belgian Dark,Brouwerij Contreras,36.0,31.0,26815.0
6737,7.5%,84.0,3.72,,Special 608 Belgian Amber,Brown Ale - Belgian Dark,Evolution Craft Brewing Company,36.0,53.0,33927.0
6738,,83.0,3.64,,North By Northwest Okanogan Black Ale,Brown Ale - Belgian Dark,North by Northwest Restaurant & Brewery,37.0,81.0,38348.0
6740,6%,84.0,3.76,,La Brea Brown,Brown Ale - Belgian Dark,Fossil Cove Brewing Co.,38.0,45.0,31280.0
6741,6.6%,79.0,3.37,Also known as Leffe Bière De Printemps ,Leffe Rossa,Brown Ale - Belgian Dark,Abbaye de Leffe S.A.,40.0,120.0,45772.0
6742,8.7%,89.0,4.12,,La Petite Mort,Brown Ale - Belgian Dark,Black Raven Brewing Co.,42.0,5.0,7898.0
6743,6%,85.0,3.84,"A Belgian-inspired Black Ale with herbal, toasted aroma. Medium body, smooth texture, with bitter chocolate flavor in full support of the Ardennes yeast character. Long dry finish, turns from sweet to bitter.,
,
28 IBU	",Navette,Brown Ale - Belgian Dark,Penrose Brewing,43.0,23.0,24952.0
6744,6.5%,84.0,3.74,,La Rullés Brune (Bière De Gaume),Brown Ale - Belgian Dark,Brasserie Artisanale De Rulles SPRL,43.0,48.0,32817.0
6746,,87.0,3.94,,Black Jack (Bourbon Barrel Aged),Brown Ale - Belgian Dark,North by Northwest Restaurant & Brewery,47.0,11.0,16737.0
6747,5%,88.0,4.02,"After much demand for a seriously dark beer, we ,
came up with this delicacy. Black, smooth and ,
easy to drink, this is our beer for the people!,
5%abv	",Proletary Ale,Brown Ale - Belgian Dark,The Brewer's Art,48.0,7.0,11542.0
6749,6%,90.0,4.11,"28 IBU,
,
Coffees used:,
Intelligentsia Persephone,
Intelligentsia El Gallo,
Intelligentsia La Perla de Oaxaca,
Intelligentsia Tres Santos	",Coffee Navette,Brown Ale - Belgian Dark,Penrose Brewing,48.0,4.0,7621.0
6751,6.5%,85.0,3.78,"Grotten Santé is a zesty beer with an alcohol volume of 6.5%, and is made using small quantities of exotic herbs that create a slight dryness. The beer has a chestnut brown colour.	",Grotten Sante,Brown Ale - Belgian Dark,Brasserie Kazematten,55.0,39.0,29710.0
6752,10.3%,89.0,4.03,"A blend of black beers aged in bourbon barrels for over 6 months, then infused with coffee, vanilla beans, and cocoa nibs	",Mushhushshu,Brown Ale - Belgian Dark,Rhinegeist Brewery,55.0,6.0,10407.0
6754,7.4%,87.0,3.9,Strong. Dark. Belgian. This swarthy Dubbel is integrated with a distinctly porter-esque roasted quality & our Brettanomyces lambicus yeast strain for an unexpectedly cherry-tart finish.	,Haviken,Brown Ale - Belgian Dark,Strange Roots Experimental Ales,63.0,13.0,18843.0
6755,6.6%,81.0,3.57,,Gruut Belgian Amber Ale,Brown Ale - Belgian Dark,Gentse Gruut Brouwerij,63.0,99.0,42730.0
6756,6.6%,80.0,3.51,,Leffe De Noël,Brown Ale - Belgian Dark,Abbaye de Leffe S.A.,67.0,109.0,44503.0
6757,6%,83.0,3.66,"Crystal Rye gives HALLOWED a blood red hue and a smooth dry finish. The Belgian style yeast we have used in this brew along with Noble hops combine to deliver a complex palate of subtle banana and a sweet plum finish.,
,
20 IBU	",Trooper Hallowed,Brown Ale - Belgian Dark,Robinsons Family Brewers,67.0,70.0,38818.0
6758,8.3%,86.0,3.87,,St. EADman,Brown Ale - Belgian Dark,Flying Dog Brewery,71.0,15.0,21176.0
6760,6.5%,82.0,3.6,"This traditional Belgian-style ale is brewed using five malts, two hop varieties and authentic Trappist Belgian yeast.	",Abbey Ale,Brown Ale - Belgian Dark,Cathedral Square Brewery,72.0,94.0,41934.0
6761,6.5%,86.0,3.84,"Solenna pairs the fruitiness of a traditional Belgian yeast strain with the subtle spicy character of Brettanomyces and the floral notes of German hops. Notes of candy apple, cinnamon, and fresh-cut grass give way to a dry finish and firm lingering bitterness.	",Solenna,Brown Ale - Belgian Dark,Funkwerks,74.0,21.0,23911.0
6762,5.8%,84.0,3.71,,Bière De Noël,Brown Ale - Belgian Dark,Brasserie Thiriez,79.0,54.0,35796.0
6763,7.2%,91.0,4.13,Dark Ale fermented with brettanomyces and aged on local fresh raspberries.	,Ganache,Brown Ale - Belgian Dark,Allagash Brewing Company,81.0,1.0,5272.0
6764,6.5%,80.0,3.49,,Tongerlo 6 Dubbel Bruin,Brown Ale - Belgian Dark,Brouwerij Haacht NV,83.0,115.0,45255.0
6765,6.5%,81.0,3.54,,Winter Koninck,Brown Ale - Belgian Dark,Brouwerij De Koninck NV,86.0,105.0,44203.0
6766,9.6%,90.0,4.06,"D’Tango Unchained is a Belgian-Style Dark Ale brewed with cherries (AKA Tango), which we then aged in oak barrels with Brettanomyces. The result is a 9.6% ABV deep amber brew with ruby highlights. Aroma has subtle hints of banana, along with tart cherry, soft vanilla and oak. Not overly sweet, tasting yields a nice, tart cherry and lingering malty flavors that finish dry.	",D’Tango Unchained,Brown Ale - Belgian Dark,Weyerbacher Brewing Co.,97.0,3.0,7072.0
6767,6.3%,83.0,3.65,,Fullsuit Belgian-Style Brown Ale,Brown Ale - Belgian Dark,Karl Strauss Brewing Company,97.0,77.0,40125.0
6768,7%,82.0,3.62,,Biscotti,Brown Ale - Belgian Dark,Lift Bridge Brewery,98.0,83.0,41693.0
6770,6%,85.0,3.78,"A dark roasty brown ale brewed with organic coconut sugar, dark Belgian candied sugar, and aged with vanilla bean.	",Woodbooger,Brown Ale - Belgian Dark,Strangeways Brewing,99.0,36.0,29649.0
6772,5.6%,83.0,3.68,,Black Rhino,Brown Ale - Belgian Dark,Adelbert's Brewery,115.0,63.0,38522.0
6773,6.8%,85.0,3.78,Belgian-style Amber Ale	,The Debutante,Brown Ale - Belgian Dark,Societe Brewing Co.,117.0,35.0,29635.0
6774,6%,78.0,3.4,,Spinner Bait Belgian Style Red,Brown Ale - Belgian Dark,SweetWater Brewing Company,122.0,122.0,47056.0
6775,5.5%,82.0,3.62,,Bink Bruin,Brown Ale - Belgian Dark,Brouwerij Kerkom,123.0,84.0,42029.0
6776,6%,85.0,3.8,,Tempelier,Brown Ale - Belgian Dark,Brouwerij Corsendonk,125.0,27.0,27599.0
6778,6.66%,84.0,3.74,,Triporteur From Hell,Brown Ale - Belgian Dark,BOMBrewery,126.0,47.0,33855.0
6779,8.2%,70.0,2.95,Lithuania’s world-famous beer-making traditions take their roots in antiquity. Lithuanians know their beer and truly appreciate this remarkable potation. Today many old families possess unique beer recipes passed down to them from generation to generation.	,Werewolf,Brown Ale - Belgian Dark,Rinkuškiai,144.0,127.0,49261.0
6781,7.3%,86.0,3.85,,La Rullés Cuvée Meilleurs Voeux (Bière De Gaume),Brown Ale - Belgian Dark,Brasserie Artisanale De Rulles SPRL,152.0,16.0,21796.0
6782,7.7%,91.0,4.09,"Hive 56 is a dark sour ale aged with honey in an oak foudre for eighteen months. The beer is deep mahogany in color with aromas of strawberries, lemon, and tropical fruit; notes of dark chocolate, raspberries, and figs present themselves upon the first sip, followed by a lingering tartness.,
,
We brew this beer with a blend of dark Munich malt, chocolate wheat, midnight wheat, and roasted barley, and hop with Cascade and Northern Brewer. Hive 56 undergoes initial fermentation with our house yeast; we then transfer the beer to a foudre with Brettanomyces bruxellensis and fresh honey from our Allagash beehives. Over the course of the next 18 months, the Brettanomyces transforms the honey, resulting in a beer with bold, roasty flavors, and a hint of tropical fruit.	",Hive 56,Brown Ale - Belgian Dark,Allagash Brewing Company,154.0,2.0,5137.0
6783,6%,82.0,3.61,,Kapittel Pater,Brown Ale - Belgian Dark,Leroy Breweries,175.0,92.0,42886.0
6784,6.5%,76.0,3.28,"Petrus Speciale is an amber coloured high fermentation beer with a typical dry aftertaste. Brewed according an ancient recipe with special malts, this beer gives an mild scent derived from aroma hops.	",Petrus Speciale,Brown Ale - Belgian Dark,De Brabandere,180.0,124.0,48300.0
6785,5%,80.0,3.51,,Brontide,Brown Ale - Belgian Dark,Stillwater Artisanal Ales,198.0,113.0,45771.0
6786,6.5%,82.0,3.62,,Petrus Winterbier,Brown Ale - Belgian Dark,De Brabandere,200.0,85.0,42563.0
6787,6.1%,86.0,3.84,,Rejection,Brown Ale - Belgian Dark,Russian River Brewing Company,223.0,17.0,22578.0
6788,6.7%,82.0,3.62,,Undertaker,Brown Ale - Belgian Dark,Brewery Vivant,248.0,88.0,42767.0
6789,6.5%,85.0,3.8,"From Pierre Celis, brewed at Brouwerij St. Bernardus.,
,
No longer available in the US.	",Grottenbier,Brown Ale - Belgian Dark,Brouwerij St. Bernardus NV,279.0,24.0,27319.0
6790,7.2%,83.0,3.66,,Cold Front,Brown Ale - Belgian Dark,Ithaca Beer Company,346.0,72.0,40913.0
6791,8%,82.0,3.61,"Our warming winter Ale is amber in color, malty and full bodied. Belgian yeast provides a variety of delicate characteristics in the nose and on the palate.	",Belgian Freeze Belgian Style Winter Ale,Brown Ale - Belgian Dark,River Horse Brewing Co.,390.0,95.0,43435.0
6792,6.2%,84.0,3.72,"Name changed from Chambly Noire to Noire de Chambly in Aug. 2009.,
,
This dark ale was created in honour of the brave soldiers of the Carignan-Salières Regiment, with their famous black musketeer hats. In 1665, King Louis XIV sent the regiment to New France to defend against the Iroquois. He had a number of strategic forts, including Fort Chambly, built along the Richelieu River, ensuring peace and prosperity for the colony. Many French Canadians are the direct descendants of these intrepid forebears.	",Noire De Chambly / Chambly Noire,Brown Ale - Belgian Dark,Unibroue,901.0,50.0,36580.0
6793,6.5%,86.0,3.82,"Savor the Mystery of the ages,
,
The authentic Belgian Abbey ale: Enjoy this delicious malt forward ale, accentuated with subtle caramel and roasted notes from dark malts	",Leffe Brune / Brown,Brown Ale - Belgian Dark,Abbaye de Leffe S.A.,2003.0,19.0,24381.0
6794,4.8%,82.0,3.63,,Pub Brown Ale,Brown Ale - English,Sprecher Brewing Company,186.0,203.0,42053.0
6795,5.8%,84.0,3.73,"Geary's Autumn Ale is a faithful interpretation of the classic brown ales of Great Britain. With a deep auburn color and a subtle nut-like flavor, Geary's Autumn Ale is the perfect choice as the seasons change. Original gravity - 1058; alcohol by volume – 5.8%; two row English malts (pale, crystal and chocolate); Cascade, Golding and Fuggle hops.	",Geary's Autumn Ale,Brown Ale - English,D.L. Geary Brewing Company,191.0,69.0,34986.0
6796,5.4%,81.0,3.58,"Available in 2005-06, and 2009-present.	",Brewer's Brown Ale,Brown Ale - English,Shipyard Brewing Company,191.0,263.0,44025.0
6797,5.5%,86.0,3.88,"An English-style brown ale. This beer has a biscuit-like smoothness with a rich, malt body and medium hop bitterness.	",Bone Shaker Brown,Brown Ale - English,Moat Mountain Smoke House & Brewing Co.,194.0,18.0,18127.0
